,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
1778,AL100,A414 between M1 J7 and A405 (AL100),20150319,50,154.72,104.94,1,4.510000229,178.5
1779,AL100,A414 between M1 J7 and A405 (AL100),20150319,51,154.72,104.94,1,4.510000229,180.5
1780,AL100,A414 between M1 J7 and A405 (AL100),20150319,52,157.1,103.35,1,4.510000229,171.0
1781,AL100,A414 between M1 J7 and A405 (AL100),20150319,53,159.47,101.81,1,4.510000229,189.0
1782,AL100,A414 between M1 J7 and A405 (AL100),20150319,54,159.47,101.81,1,4.510000229,170.5
1783,AL100,A414 between M1 J7 and A405 (AL100),20150319,55,151.98,106.83,1,4.510000229,166.0
1784,AL100,A414 between M1 J7 and A405 (AL100),20150319,56,139.2,116.64,1,4.510000229,176.5
1785,AL100,A414 between M1 J7 and A405 (AL100),20150319,57,144.99,111.98,1,4.510000229,178.0
1786,AL100,A414 between M1 J7 and A405 (AL100),20150319,58,156.12,104.0,1,4.510000229,181.5
1787,AL100,A414 between M1 J7 and A405 (AL100),20150319,59,144.33,112.49,1,4.510000229,184.0
1788,AL100,A414 between M1 J7 and A405 (AL100),20150319,60,157.66,102.98,1,4.510000229,202.0
1789,AL100,A414 between M1 J7 and A405 (AL100),20150319,61,170.98,94.96,1,4.510000229,201.5
1790,AL100,A414 between M1 J7 and A405 (AL100),20150319,62,150.64,107.78,1,4.510000229,208.5
1791,AL100,A414 between M1 J7 and A405 (AL100),20150319,63,157.63,103.0,1,4.510000229,198.5
1792,AL100,A414 between M1 J7 and A405 (AL100),20150319,64,164.62,98.63,1,4.510000229,244.0
1793,AL100,A414 between M1 J7 and A405 (AL100),20150319,65,202.19,80.3,1,4.510000229,263.5
1794,AL100,A414 between M1 J7 and A405 (AL100),20150319,66,155.29,104.55,1,4.510000229,280.5
1795,AL100,A414 between M1 J7 and A405 (AL100),20150319,67,184.27,88.11,1,4.510000229,267.5
1796,AL100,A414 between M1 J7 and A405 (AL100),20150319,68,184.27,88.11,1,4.510000229,261.5
1797,AL100,A414 between M1 J7 and A405 (AL100),20150319,69,179.07,90.67,1,4.510000229,295.5
1798,AL100,A414 between M1 J7 and A405 (AL100),20150319,70,179.07,90.67,1,4.510000229,288.0
1799,AL100,A414 between M1 J7 and A405 (AL100),20150319,71,158.71,102.3,1,4.510000229,263.0
1800,AL100,A414 between M1 J7 and A405 (AL100),20150319,72,138.34,117.36,1,4.510000229,256.0
1801,AL100,A414 between M1 J7 and A405 (AL100),20150319,73,151.06,107.48,1,4.510000229,236.0
1802,AL100,A414 between M1 J7 and A405 (AL100),20150319,74,157.73,102.94,1,4.510000229,220.0
1803,AL100,A414 between M1 J7 and A405 (AL100),20150319,75,164.4,98.76,1,4.510000229,193.5
1804,AL100,A414 between M1 J7 and A405 (AL100),20150319,76,157.63,103.0,1,4.510000229,161.0
1805,AL100,A414 between M1 J7 and A405 (AL100),20150319,77,157.63,103.0,1,4.510000229,152.5
1806,AL100,A414 between M1 J7 and A405 (AL100),20150319,78,157.63,103.0,1,4.510000229,148.0
1807,AL100,A414 between M1 J7 and A405 (AL100),20150319,79,155.89,104.15,3,4.510000229,125.5
1808,AL100,A414 between M1 J7 and A405 (AL100),20150319,80,148.77,109.13,3,4.510000229,99.5
1809,AL100,A414 between M1 J7 and A405 (AL100),20150319,81,132.81,122.25,3,4.510000229,106.0
1810,AL100,A414 between M1 J7 and A405 (AL100),20150319,82,140.46,115.59,3,4.510000229,93.5
1811,AL100,A414 between M1 J7 and A405 (AL100),20150319,83,152.45,106.5,3,4.510000229,84.5
1812,AL100,A414 between M1 J7 and A405 (AL100),20150319,84,166.14,97.72,3,4.510000229,83.0
1813,AL100,A414 between M1 J7 and A405 (AL100),20150319,85,164.18,98.89,3,4.510000229,92.0
1814,AL100,A414 between M1 J7 and A405 (AL100),20150319,86,154.53,105.07,3,4.510000229,83.5
1815,AL100,A414 between M1 J7 and A405 (AL100),20150319,87,133.01,122.07,1,4.510000229,83.0
1816,AL100,A414 between M1 J7 and A405 (AL100),20150319,88,133.01,122.07,1,4.510000229,69.5
1817,AL100,A414 between M1 J7 and A405 (AL100),20150319,89,133.01,122.07,1,4.510000229,77.5
1818,AL100,A414 between M1 J7 and A405 (AL100),20150319,90,133.01,122.07,1,4.510000229,58.5
1819,AL100,A414 between M1 J7 and A405 (AL100),20150319,91,138.52,117.21,1,4.510000229,47.0
1820,AL100,A414 between M1 J7 and A405 (AL100),20150319,92,138.52,117.21,1,4.510000229,47.5
1821,AL100,A414 between M1 J7 and A405 (AL100),20150319,93,138.52,117.21,1,4.510000229,38.0
1822,AL100,A414 between M1 J7 and A405 (AL100),20150319,94,138.52,117.21,1,4.510000229,33.5
1823,AL100,A414 between M1 J7 and A405 (AL100),20150319,95,147.71,109.92,3,4.510000229,29.5
1824,AL100,A414 between M1 J7 and A405 (AL100),20150320,00,147.07,110.4,1,4.510000229,28.0
1825,AL100,A414 between M1 J7 and A405 (AL100),20150320,01,147.07,110.4,1,4.510000229,23.0
1826,AL100,A414 between M1 J7 and A405 (AL100),20150320,02,147.07,110.4,1,4.510000229,24.0
1827,AL100,A414 between M1 J7 and A405 (AL100),20150320,03,135.89,119.48,3,4.510000229,19.5
1828,AL100,A414 between M1 J7 and A405 (AL100),20150320,04,155.83,104.19,3,4.510000229,15.5
1829,AL100,A414 between M1 J7 and A405 (AL100),20150320,05,153.81,105.56,3,4.510000229,14.5
1830,AL100,A414 between M1 J7 and A405 (AL100),20150320,06,148.6,109.26,3,4.510000229,18.0
1831,AL100,A414 between M1 J7 and A405 (AL100),20150320,07,151.44,107.21,3,4.510000229,13.5
1832,AL100,A414 between M1 J7 and A405 (AL100),20150320,08,158.29,102.57,3,4.510000229,15.0
1833,AL100,A414 between M1 J7 and A405 (AL100),20150320,09,173.97,93.33,3,4.510000229,12.5
1834,AL100,A414 between M1 J7 and A405 (AL100),20150320,10,168.06,96.61,3,4.510000229,15.0
1835,AL100,A414 between M1 J7 and A405 (AL100),20150320,11,164.27,98.84,3,4.510000229,19.0
1836,AL100,A414 between M1 J7 and A405 (AL100),20150320,12,170.39,95.29,3,4.510000229,20.5
1837,AL100,A414 between M1 J7 and A405 (AL100),20150320,13,158.08,102.71,3,4.510000229,20.0
1838,AL100,A414 between M1 J7 and A405 (AL100),20150320,14,155.21,104.61,3,4.510000229,28.0
1839,AL100,A414 between M1 J7 and A405 (AL100),20150320,15,153.28,105.92,3,4.510000229,22.5
1840,AL100,A414 between M1 J7 and A405 (AL100),20150320,16,149.05,108.93,3,4.510000229,20.0
1841,AL100,A414 between M1 J7 and A405 (AL100),20150320,17,162.67,99.81,3,4.510000229,22.5
1842,AL100,A414 between M1 J7 and A405 (AL100),20150320,18,157.08,103.36,3,4.510000229,40.5
1843,AL100,A414 between M1 J7 and A405 (AL100),20150320,19,153.21,105.97,3,4.510000229,43.5
1844,AL100,A414 between M1 J7 and A405 (AL100),20150320,20,157.04,103.39,3,4.510000229,56.5
1845,AL100,A414 between M1 J7 and A405 (AL100),20150320,21,157.34,103.19,1,4.510000229,81.0
1846,AL100,A414 between M1 J7 and A405 (AL100),20150320,22,157.34,103.19,1,4.510000229,116.0
1847,AL100,A414 between M1 J7 and A405 (AL100),20150320,23,157.34,103.19,1,4.510000229,103.0
1848,AL100,A414 between M1 J7 and A405 (AL100),20150320,24,149.7,108.46,1,4.510000229,129.5
1849,AL100,A414 between M1 J7 and A405 (AL100),20150320,25,133.27,121.83,1,4.510000229,153.0
1850,AL100,A414 between M1 J7 and A405 (AL100),20150320,26,158.2,102.63,1,4.510000229,222.5
1851,AL100,A414 between M1 J7 and A405 (AL100),20150320,27,155.13,104.66,1,4.510000229,258.0
1852,AL100,A414 between M1 J7 and A405 (AL100),20150320,28,151.38,107.25,1,4.510000229,301.5
1853,AL100,A414 between M1 J7 and A405 (AL100),20150320,29,150.92,107.58,1,4.510000229,296.0
1854,AL100,A414 between M1 J7 and A405 (AL100),20150320,30,155.0,104.75,1,4.510000229,324.0
1855,AL100,A414 between M1 J7 and A405 (AL100),20150320,31,179.1,90.65,1,4.510000229,309.0
1856,AL100,A414 between M1 J7 and A405 (AL100),20150320,32,203.2,79.9,1,4.510000229,321.5
1857,AL100,A414 between M1 J7 and A405 (AL100),20150320,33,322.14,50.4,1,4.510000229,286.0
1858,AL100,A414 between M1 J7 and A405 (AL100),20150320,34,247.88,65.5,1,4.510000229,255.5
1859,AL100,A414 between M1 J7 and A405 (AL100),20150320,35,173.81,93.41,1,4.510000229,206.5
1860,AL100,A414 between M1 J7 and A405 (AL100),20150320,36,171.58,94.63,1,4.510000229,229.0
1861,AL100,A414 between M1 J7 and A405 (AL100),20150320,37,169.35,95.87,1,4.510000229,230.5
1862,AL100,A414 between M1 J7 and A405 (AL100),20150320,38,167.69,96.82,1,4.510000229,206.0
1863,AL100,A414 between M1 J7 and A405 (AL100),20150320,39,135.42,119.89,1,4.510000229,181.5
1864,AL100,A414 between M1 J7 and A405 (AL100),20150320,40,155.09,104.69,1,4.510000229,175.0
1865,AL100,A414 between M1 J7 and A405 (AL100),20150320,41,147.31,110.22,1,4.510000229,173.5
1866,AL100,A414 between M1 J7 and A405 (AL100),20150320,42,172.34,94.21,1,4.510000229,163.0
1867,AL100,A414 between M1 J7 and A405 (AL100),20150320,43,167.35,97.02,1,4.510000229,163.0
1868,AL100,A414 between M1 J7 and A405 (AL100),20150320,44,153.46,105.8,1,4.510000229,155.0
1869,AL100,A414 between M1 J7 and A405 (AL100),20150320,45,153.91,105.49,1,4.510000229,170.0
1870,AL100,A414 between M1 J7 and A405 (AL100),20150320,46,158.01,102.75,1,4.510000229,168.0
1871,AL100,A414 between M1 J7 and A405 (AL100),20150320,47,155.92,104.13,1,4.510000229,178.0
1872,AL100,A414 between M1 J7 and A405 (AL100),20150320,48,162.36,100.0,1,4.510000229,176.5
1873,AL100,A414 between M1 J7 and A405 (AL100),20150320,49,157.63,103.0,1,4.510000229,182.0
1874,AL100,A414 between M1 J7 and A405 (AL100),20150320,50,159.09,102.06,1,4.510000229,182.5
1875,AL100,A414 between M1 J7 and A405 (AL100),20150320,51,160.55,101.13,1,4.510000229,191.5
1876,AL100,A414 between M1 J7 and A405 (AL100),20150320,52,160.55,101.13,1,4.510000229,186.0
1877,AL100,A414 between M1 J7 and A405 (AL100),20150320,53,164.02,98.99,1,4.510000229,196.0
1878,AL100,A414 between M1 J7 and A405 (AL100),20150320,54,167.49,96.94,1,4.510000229,196.0
1879,AL100,A414 between M1 J7 and A405 (AL100),20150320,55,167.49,96.94,1,4.510000229,190.0
1880,AL100,A414 between M1 J7 and A405 (AL100),20150320,56,165.75,97.95,1,4.510000229,211.0
1881,AL100,A414 between M1 J7 and A405 (AL100),20150320,57,164.0,99.0,1,4.510000229,199.0
1882,AL100,A414 between M1 J7 and A405 (AL100),20150320,58,139.52,116.37,1,4.510000229,208.0
1883,AL100,A414 between M1 J7 and A405 (AL100),20150320,59,143.63,113.04,1,4.510000229,215.5
1884,AL100,A414 between M1 J7 and A405 (AL100),20150320,60,150.47,107.9,1,4.510000229,221.5
1885,AL100,A414 between M1 J7 and A405 (AL100),20150320,61,157.3,103.22,1,4.510000229,220.5
1886,AL100,A414 between M1 J7 and A405 (AL100),20150320,62,149.91,108.3,1,4.510000229,240.0
1887,AL100,A414 between M1 J7 and A405 (AL100),20150320,63,142.51,113.93,1,4.510000229,234.5
1888,AL100,A414 between M1 J7 and A405 (AL100),20150320,64,131.56,123.41,1,4.510000229,259.5
1889,AL100,A414 between M1 J7 and A405 (AL100),20150320,65,127.3,127.54,1,4.510000229,264.0
1890,AL100,A414 between M1 J7 and A405 (AL100),20150320,66,183.46,88.5,1,4.510000229,272.0
1891,AL100,A414 between M1 J7 and A405 (AL100),20150320,67,141.84,114.47,1,4.510000229,262.0
1892,AL100,A414 between M1 J7 and A405 (AL100),20150320,68,158.37,102.52,1,4.510000229,272.5
1893,AL100,A414 between M1 J7 and A405 (AL100),20150320,69,136.16,119.24,1,4.510000229,290.5
1894,AL100,A414 between M1 J7 and A405 (AL100),20150320,70,136.16,119.24,1,4.510000229,274.5
1895,AL100,A414 between M1 J7 and A405 (AL100),20150320,71,136.61,118.85,1,4.510000229,245.0
1896,AL100,A414 between M1 J7 and A405 (AL100),20150320,72,137.05,118.47,1,4.510000229,228.0
1897,AL100,A414 between M1 J7 and A405 (AL100),20150320,73,137.05,118.47,1,4.510000229,211.5
1898,AL100,A414 between M1 J7 and A405 (AL100),20150320,74,131.26,123.69,1,4.510000229,188.5
1899,AL100,A414 between M1 J7 and A405 (AL100),20150320,75,150.35,107.99,1,4.510000229,184.0
1900,AL100,A414 between M1 J7 and A405 (AL100),20150320,76,145.08,111.91,1,4.510000229,162.5
1901,AL100,A414 between M1 J7 and A405 (AL100),20150320,77,139.8,116.14,1,4.510000229,143.0
1902,AL100,A414 between M1 J7 and A405 (AL100),20150320,78,156.96,103.44,1,4.510000229,134.0
1903,AL100,A414 between M1 J7 and A405 (AL100),20150320,79,156.96,103.44,1,4.510000229,120.5
1904,AL100,A414 between M1 J7 and A405 (AL100),20150320,80,156.12,104.0,1,4.510000229,106.0
1905,AL100,A414 between M1 J7 and A405 (AL100),20150320,81,156.12,104.0,1,4.510000229,97.5
1906,AL100,A414 between M1 J7 and A405 (AL100),20150320,82,153.59,105.71,1,4.510000229,90.5
1907,AL100,A414 between M1 J7 and A405 (AL100),20150320,83,126.2,128.65,1,4.510000229,80.5
1908,AL100,A414 between M1 J7 and A405 (AL100),20150320,84,126.2,128.65,1,4.510000229,76.0
1909,AL100,A414 between M1 J7 and A405 (AL100),20150320,85,170.91,95.0,1,4.510000229,80.0
1910,AL100,A414 between M1 J7 and A405 (AL100),20150320,86,170.91,95.0,1,4.510000229,76.5
1911,AL100,A414 between M1 J7 and A405 (AL100),20150320,87,138.26,117.43,1,4.510000229,77.0
1912,AL100,A414 between M1 J7 and A405 (AL100),20150320,88,129.29,125.58,1,4.510000229,74.0
1913,AL100,A414 between M1 J7 and A405 (AL100),20150320,89,129.29,125.58,1,4.510000229,63.0
1914,AL100,A414 between M1 J7 and A405 (AL100),20150320,90,135.94,119.44,1,4.510000229,56.5
1915,AL100,A414 between M1 J7 and A405 (AL100),20150320,91,142.58,113.87,1,4.510000229,54.5
1916,AL100,A414 between M1 J7 and A405 (AL100),20150320,92,142.58,113.87,1,4.510000229,51.5
1917,AL100,A414 between M1 J7 and A405 (AL100),20150320,93,142.58,113.87,1,4.510000229,42.5
1918,AL100,A414 between M1 J7 and A405 (AL100),20150320,94,142.58,113.87,1,4.510000229,43.5
1919,AL100,A414 between M1 J7 and A405 (AL100),20150320,95,152.01,106.81,3,4.510000229,38.5
1920,AL100,A414 between M1 J7 and A405 (AL100),20150321,00,135.3,120.0,1,4.510000229,34.5
1921,AL100,A414 between M1 J7 and A405 (AL100),20150321,01,135.3,120.0,1,4.510000229,33.5
1922,AL100,A414 between M1 J7 and A405 (AL100),20150321,02,158.87,102.2,1,4.510000229,27.5
1923,AL100,A414 between M1 J7 and A405 (AL100),20150321,03,182.43,89.0,1,4.510000229,21.5
1924,AL100,A414 between M1 J7 and A405 (AL100),20150321,04,182.43,89.0,1,4.510000229,23.0
1925,AL100,A414 between M1 J7 and A405 (AL100),20150321,05,182.43,89.0,1,4.510000229,20.5
1926,AL100,A414 between M1 J7 and A405 (AL100),20150321,06,182.43,89.0,1,4.510000229,18.5
1927,AL100,A414 between M1 J7 and A405 (AL100),20150321,07,149.1,108.89,3,4.510000229,16.0
1928,AL100,A414 between M1 J7 and A405 (AL100),20150321,08,156.58,103.69,3,4.510000229,15.0
1929,AL100,A414 between M1 J7 and A405 (AL100),20150321,09,160.94,100.88,3,4.510000229,14.0
1930,AL100,A414 between M1 J7 and A405 (AL100),20150321,10,144.04,112.72,3,4.510000229,19.5
1931,AL100,A414 between M1 J7 and A405 (AL100),20150321,11,149.04,108.94,3,4.510000229,16.0
1932,AL100,A414 between M1 J7 and A405 (AL100),20150321,12,158.72,102.29,3,4.510000229,17.0
1933,AL100,A414 between M1 J7 and A405 (AL100),20150321,13,151.21,107.37,3,4.510000229,20.5
1934,AL100,A414 between M1 J7 and A405 (AL100),20150321,14,160.35,101.25,3,4.510000229,21.5
1935,AL100,A414 between M1 J7 and A405 (AL100),20150321,15,171.7,94.56,3,4.510000229,18.0
1936,AL100,A414 between M1 J7 and A405 (AL100),20150321,16,162.24,100.07,3,4.510000229,17.5
1937,AL100,A414 between M1 J7 and A405 (AL100),20150321,17,156.77,103.57,3,4.510000229,17.0
1938,AL100,A414 between M1 J7 and A405 (AL100),20150321,18,148.82,109.1,3,4.510000229,29.0
1939,AL100,A414 between M1 J7 and A405 (AL100),20150321,19,155.18,104.63,3,4.510000229,20.0
1940,AL100,A414 between M1 J7 and A405 (AL100),20150321,20,154.52,105.07,3,4.510000229,30.5
1941,AL100,A414 between M1 J7 and A405 (AL100),20150321,21,159.21,101.98,1,4.510000229,47.0
1942,AL100,A414 between M1 J7 and A405 (AL100),20150321,22,159.21,101.98,1,4.510000229,64.0
1943,AL100,A414 between M1 J7 and A405 (AL100),20150321,23,159.21,101.98,1,4.510000229,59.5
1944,AL100,A414 between M1 J7 and A405 (AL100),20150321,24,159.21,101.98,1,4.510000229,67.0
1945,AL100,A414 between M1 J7 and A405 (AL100),20150321,25,155.63,104.32,1,4.510000229,59.0
1946,AL100,A414 between M1 J7 and A405 (AL100),20150321,26,152.05,106.78,1,4.510000229,75.5
1947,AL100,A414 between M1 J7 and A405 (AL100),20150321,27,152.05,106.78,1,4.510000229,79.5
1948,AL100,A414 between M1 J7 and A405 (AL100),20150321,28,152.05,106.78,1,4.510000229,89.5
1949,AL100,A414 between M1 J7 and A405 (AL100),20150321,29,137.93,117.71,1,4.510000229,92.0
1950,AL100,A414 between M1 J7 and A405 (AL100),20150321,30,137.93,117.71,1,4.510000229,115.5
1951,AL100,A414 between M1 J7 and A405 (AL100),20150321,31,177.66,91.39,1,4.510000229,114.5
1952,AL100,A414 between M1 J7 and A405 (AL100),20150321,32,154.57,105.04,1,4.510000229,114.5
1953,AL100,A414 between M1 J7 and A405 (AL100),20150321,33,131.47,123.5,1,4.510000229,132.0
1954,AL100,A414 between M1 J7 and A405 (AL100),20150321,34,151.54,107.14,1,4.510000229,146.5
1955,AL100,A414 between M1 J7 and A405 (AL100),20150321,35,171.61,94.61,1,4.510000229,144.5
1956,AL100,A414 between M1 J7 and A405 (AL100),20150321,36,171.61,94.61,1,4.510000229,141.5
1957,AL100,A414 between M1 J7 and A405 (AL100),20150321,37,156.54,103.72,1,4.510000229,153.5
1958,AL100,A414 between M1 J7 and A405 (AL100),20150321,38,141.47,114.77,1,4.510000229,176.5
1959,AL100,A414 between M1 J7 and A405 (AL100),20150321,39,141.47,114.77,1,4.510000229,163.0
1960,AL100,A414 between M1 J7 and A405 (AL100),20150321,40,141.47,114.77,1,4.510000229,168.5
1961,AL100,A414 between M1 J7 and A405 (AL100),20150321,41,158.4,102.5,1,4.510000229,181.5
1962,AL100,A414 between M1 J7 and A405 (AL100),20150321,42,158.4,102.5,1,4.510000229,171.0
1963,AL100,A414 between M1 J7 and A405 (AL100),20150321,43,158.4,102.5,1,4.510000229,180.0
1964,AL100,A414 between M1 J7 and A405 (AL100),20150321,44,158.4,102.5,1,4.510000229,196.0
1965,AL100,A414 between M1 J7 and A405 (AL100),20150321,45,146.69,110.68,3,4.510000229,187.5
1966,AL100,A414 between M1 J7 and A405 (AL100),20150321,46,162.39,99.98,1,4.510000229,193.5
1967,AL100,A414 between M1 J7 and A405 (AL100),20150321,47,162.39,99.98,1,4.510000229,199.5
1968,AL100,A414 between M1 J7 and A405 (AL100),20150321,48,162.39,99.98,1,4.510000229,185.5
1969,AL100,A414 between M1 J7 and A405 (AL100),20150321,49,148.78,109.13,1,4.510000229,201.5
1970,AL100,A414 between M1 J7 and A405 (AL100),20150321,50,147.57,110.02,1,4.510000229,199.0
1971,AL100,A414 between M1 J7 and A405 (AL100),20150321,51,146.36,110.93,1,4.510000229,197.0
1972,AL100,A414 between M1 J7 and A405 (AL100),20150321,52,140.39,115.65,1,4.510000229,185.5
1973,AL100,A414 between M1 J7 and A405 (AL100),20150321,53,151.05,107.49,1,4.510000229,200.5
1974,AL100,A414 between M1 J7 and A405 (AL100),20150321,54,161.7,100.41,1,4.510000229,192.5
1975,AL100,A414 between M1 J7 and A405 (AL100),20150321,55,161.7,100.41,1,4.510000229,190.0
1976,AL100,A414 between M1 J7 and A405 (AL100),20150321,56,134.1,121.07,1,4.510000229,199.5
1977,AL100,A414 between M1 J7 and A405 (AL100),20150321,57,134.1,121.07,1,4.510000229,179.5
1978,AL100,A414 between M1 J7 and A405 (AL100),20150321,58,146.97,110.47,1,4.510000229,175.0
1979,AL100,A414 between M1 J7 and A405 (AL100),20150321,59,146.97,110.47,1,4.510000229,181.0
1980,AL100,A414 between M1 J7 and A405 (AL100),20150321,60,148.7,109.19,1,4.510000229,167.0
1981,AL100,A414 between M1 J7 and A405 (AL100),20150321,61,150.43,107.93,1,4.510000229,169.5
1982,AL100,A414 between M1 J7 and A405 (AL100),20150321,62,150.43,107.93,1,4.510000229,170.0
1983,AL100,A414 between M1 J7 and A405 (AL100),20150321,63,156.39,103.82,1,4.510000229,152.0
1984,AL100,A414 between M1 J7 and A405 (AL100),20150321,64,159.47,101.81,1,4.510000229,159.0
1985,AL100,A414 between M1 J7 and A405 (AL100),20150321,65,165.67,98.0,1,4.510000229,166.0
1986,AL100,A414 between M1 J7 and A405 (AL100),20150321,66,153.14,106.02,1,4.510000229,164.5
1987,AL100,A414 between M1 J7 and A405 (AL100),20150321,67,140.6,115.48,1,4.510000229,154.0
1988,AL100,A414 between M1 J7 and A405 (AL100),20150321,68,150.43,107.93,1,4.510000229,163.0
1989,AL100,A414 between M1 J7 and A405 (AL100),20150321,69,142.67,113.8,1,4.510000229,171.0
1990,AL100,A414 between M1 J7 and A405 (AL100),20150321,70,134.9,120.36,1,4.510000229,161.5
1991,AL100,A414 between M1 J7 and A405 (AL100),20150321,71,123.07,131.92,1,4.510000229,146.5
1992,AL100,A414 between M1 J7 and A405 (AL100),20150321,72,139.02,116.79,1,4.510000229,141.5
1993,AL100,A414 between M1 J7 and A405 (AL100),20150321,73,139.02,116.79,1,4.510000229,142.0
1994,AL100,A414 between M1 J7 and A405 (AL100),20150321,74,168.3,96.47,1,4.510000229,131.0
1995,AL100,A414 between M1 J7 and A405 (AL100),20150321,75,168.3,96.47,1,4.510000229,117.5
1996,AL100,A414 between M1 J7 and A405 (AL100),20150321,76,168.3,96.47,1,4.510000229,112.0
1997,AL100,A414 between M1 J7 and A405 (AL100),20150321,77,123.65,131.31,1,4.510000229,118.5
1998,AL100,A414 between M1 J7 and A405 (AL100),20150321,78,123.65,131.31,1,4.510000229,102.5
